sound,speaker,audience,MEAN_MELODIC,MEAN_RHYTHMIC,MEAN_PLEASANT,MEAN_MUSICAL,Language,Sex,Audience,Text,Syllables.A,Syllables.M,Length,Tempo,F0_mean,F0_stdev,F0_min,F0_max,F0_stability,Spectral_Centroid,Spectral_Bandwidth,Spectral.Contrast,Spectral.Flatness,Spectral.Rolloff,Chroma_C,Chroma_Cs,Chroma_D,Chroma_Ds,Chroma_E,Chroma_F,Chroma_Fs,Chroma_G,Chroma_Gs,Chroma_A,Chroma_As,Chroma_B,Chroma_whitekey,MFCC_01_mean,MFCC_02_mean,MFCC_03_mean,MFCC_04_mean,MFCC_05_mean,MFCC_06_mean,MFCC_07_mean,MFCC_08_mean,MFCC_09_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_01_stdev,MFCC_02_stdev,MFCC_03_stdev,MFCC_04_stdev,MFCC_05_stdev,MFCC_06_stdev,MFCC_07_stdev,MFCC_08_stdev,MFCC_09_stdev,MFCC_10_stdev,MFCC_11_stdev,MFCC_12_stdev,MFCC_13_stdev,Speaking_Rate,Talker_ID
a_f_deu_02-01-01.wav,female,adult,1.8,2.2,3,2,German,Female,Adult, wenn der Schnee nach einem Sturm erfällt.,11,8,2.0647,161.499,222.2917,25.0681,162.8464,281.899,-8.8607,1988.5206,2112.5002,24.7529,0.0252,3643.3454,0.238,0.1278,0.1254,0.238,0.1218,0.1698,0.2454,0.3269,0.533,0.4719,0.2919,0.3528,0.2581,-293.9666,96.149,-3.0836,25.6441,1.4033,-17.6784,-3.5359,-15.4274,-1.1742,-9.5213,-18.0955,-2.401,-17.7768,58.4759,56.5399,23.7421,24.4661,14.6261,21.4154,13.7016,16.9154,13.7929,17.5069,9.3769,8.8193,12.1705,4.60115271,T1
a_f_deu_02-01-03.wav,female,adult,2.4,2.4,2.8,2.4,German,Female,Adult, schwer und ebenmäßig,7,6,1.764,172.2656,206.1578,16.4885,169.5658,241.1914,-6.298,2062.9599,1937.0455,25.54,0.0203,3683.4527,0.1034,0.1201,0.185,0.1034,0.1357,0.1577,0.3772,0.5469,0.4584,0.4419,0.3091,0.1586,0.247,-326.4891,91.4568,-7.646,39.2097,5.0934,-22.1763,-4.7769,-11.9513,-1.5269,-7.9266,-15.9641,0.21,-19.1648,74.2893,64.21,30.676,29.3819,16.2736,22.8237,12.22,15.1314,10.3808,16.7898,9.499,8.939,14.4622,3.684807256,T1
a_f_deu_02-01-04.wav,female,adult,3,2.6,3.2,2.8,German,Female,Adult, Vertiefungen ausfüllt.,7,6,1.5335,143.5547,245.5314,29.4153,179.6487,316.4209,-11.1466,2167.3728,2113.0768,24.0033,0.0315,3927.3991,0.2204,0.2351,0.2736,0.2204,0.1221,0.0989,0.1356,0.1831,0.2317,0.3894,0.5879,0.3525,0.2343,-314.6593,94.0952,14.0549,25.2403,-0.272,-11.618,2.494,-14.7745,-9.2901,-3.7431,-17.282,-3.7219,-19.4464,59.6661,66.2276,20.835,28.1284,23.8928,20.349,14.7113,15.7095,13.6629,10.9836,9.5305,8.3054,15.3358,4.23866971,T1
a_f_deu_02-01-05.wav,female,adult,2.2,2.2,2.6,2.2,German,Female,Adult, Spitzen und scharfe Ecken glättet.,11,8,2.1048,143.5547,243.2413,30.6779,181.7361,318.2539,-11.0501,2376.0037,2151.8589,22.9766,0.0273,4273.0394,0.4244,0.418,0.2845,0.4244,0.1686,0.1593,0.2089,0.294,0.3272,0.3356,0.4048,0.5031,0.3099,-298.0139,89.309,5.6536,26.1763,4.0856,-8.8453,-9.4528,-6.0652,-1.4881,-1.9486,-13.8379,1.9129,-15.4562,78.4049,64.5598,33.0397,24.3868,19.3754,18.6456,13.4042,15.7006,12.7842,12.4157,8.9837,9.1359,13.5686,4.513492968,T1
a_f_deu_02-01-06.wav,female,adult,2.8,3.2,3.4,3,German,Female,Adult," Da ist es wunderbar zu denken,",10,9,1.8041,172.2656,241.1729,36.0747,165.6929,323.8169,-13.2318,1966.9198,1892.25,23.9764,0.016,3281.0528,0.3172,0.2876,0.1778,0.3172,0.1741,0.1044,0.0777,0.172,0.3341,0.4461,0.4221,0.3302,0.246,-299.8334,110.0623,13.8704,14.4844,-0.5912,-9.2938,-6.7234,-6.0882,-9.164,-6.5703,-11.0016,-4.543,-22.2369,82.9554,58.992,37.7356,18.3155,19.1391,21.3238,12.9017,13.2145,13.8203,14.301,12.1489,10.5426,13.9166,5.265783493,T1
a_f_deu_02-01-07.wav,female,adult,2.6,2.8,3,2.7,German,Female,Adult, Es sei dasselbe Wasser.,7,7,1.4533,143.5547,253.5525,24.3722,191.4337,293.5307,-11.7328,2805.0404,2245.5256,24.2039,0.0185,4480.4443,0.4469,0.4881,0.3121,0.4469,0.0555,0.088,0.0665,0.0947,0.1386,0.1815,0.3947,0.44,0.2313,-274.0719,80.9504,14.4266,-1.7685,-4.5999,-11.8021,-13.0431,-8.2536,-1.2514,0.0986,-16.9714,0.6398,-17.9328,47.708,63.5065,39.8295,17.7075,16.6348,19.335,12.2164,14.7287,9.1722,10.106,7.9535,7.3148,11.8991,4.816624235,T1
a_f_deu_02-01-08.wav,female,adult,2.4,2.8,3,2.6,German,Female,Adult, dem die kraft verliehen ward zu rauschen und zu springen,15,13,3.2975,129.1992,236.5401,27.7644,177.5852,320.0975,-9.1099,1985.2922,2020.4849,23.8478,0.0279,3587.7629,0.406,0.344,0.2335,0.406,0.1678,0.191,0.2291,0.2225,0.3057,0.4165,0.4329,0.4779,0.3022,-314.4223,99.0253,4.561,20.4439,-1.8617,-7.3949,2.3835,-5.0766,-12.6144,-2.3608,-13.0319,-6.2762,-16.7566,73.2864,58.3975,27.4809,24.222,27.2651,20.5396,14.975,13.2197,12.046,13.8809,10.7591,9.3539,12.4443,4.245640637,T1
a_f_deu_02-01-09.wav,female,adult,2.2,2.6,2.8,2.4,German,Female,Adult," wie ein Rauch im Wasserfall zu sprühen,",10,9,2.4054,99.384,211.6329,26.1415,159.127,261.5062,-7.8726,1807.9477,1932.5051,24.7806,0.0176,3148.9204,0.2648,0.1424,0.1357,0.2648,0.127,0.1687,0.2723,0.4566,0.4569,0.3433,0.3852,0.4598,0.2794,-306.1701,114.9868,4.9363,10.809,0.4962,-8.7167,-1.4163,-2.9648,-16.0732,4.4872,-15.4158,-6.9479,-15.5587,72.6028,54.8588,34.9353,25.7792,32.0735,21.6613,14.2585,15.1247,14.5005,13.4017,10.9497,9.9234,13.7411,3.949447077,T1
a_f_deu_02-01-100.wav,female,adult,2.2,2.4,2.8,2.3,German,Female,Adult, Und gegen 10 Uhr.,6,4,1.343,143.5547,222.2334,34.1388,163.7897,333.3055,-9.8885,1858.1394,1865.9614,24.9558,0.0147,3063.8407,0.126,0.1011,0.1079,0.126,0.0853,0.2061,0.2964,0.2957,0.2239,0.2855,0.4802,0.3869,0.2133,-320.7044,112.3043,21.7027,24.0709,4.4519,-21.2934,8.262,-4.4311,-19.4135,-6.0174,-19.0867,-2.9371,-17.4328,77.7384,60.8149,35.9891,28.5896,21.2714,21.8347,12.2202,15.5258,12.1967,13.8948,10.6002,10.4662,12.3915,3.723008191,T1
a_f_deu_02-01-102.wav,female,adult,2.4,2.8,3.4,2.6,German,Female,Adult, Dann danken sie Gott aus einem aufrichtigen Herzen.,15,15,3.1571,123.0469,246.6773,43.4704,162.8464,333.3055,-10.6372,1988.8814,2037.6595,23.519,0.0208,3552.6619,0.3203,0.3145,0.2661,0.3203,0.2517,0.2598,0.2982,0.2584,0.3148,0.3871,0.4499,0.3803,0.3034,-298.9127,111.8706,8.6497,10.3062,1.6119,-9.2227,3.4105,-4.0576,-13.0018,-1.0109,-16.9893,-4.393,-18.1304,84.7149,55.87,34.771,30.7173,24.2855,19.6443,14.5547,12.8674,13.2475,13.4406,12.2285,12.8242,13.2005,4.751195718,T1
a_f_deu_02-01-106.wav,female,adult,2.2,3,2.8,2.6,German,Female,Adult, und Licht nach Licht.,5,4,1.4633,135.9992,211.8477,21.1343,172.5297,263.0211,-7.3331,1794.843,2010.4728,24.1339,0.0156,3342.3569,0.2129,0.1909,0.1844,0.2129,0.1498,0.1842,0.2936,0.4168,0.3646,0.5006,0.552,0.3562,0.2864,-320.6456,103.9136,1.2567,41.6325,4.4833,-14.1291,13.0366,-15.4157,-6.1695,-11.9362,-17.223,-4.2743,-17.0976,65.2458,55.2987,27.8289,33.6003,16.0396,25.2915,11.9203,15.2707,14.8336,16.5341,11.8278,11.962,13.2032,3.075240894,T1
a_f_deu_02-01-107.wav,female,adult,2.4,2.6,3,2.5,German,Female,Adult," erlosch in der schläfrigen, toten Kälte.",11,10,2.5859,123.0469,253.4704,28.6201,180.6894,298.6616,-7.1437,1759.4674,1960.968,24.6858,0.0196,3173.4558,0.4631,0.3752,0.314,0.4631,0.0996,0.1393,0.1392,0.2618,0.2425,0.1857,0.2404,0.3693,0.2618,-298.091,105.0066,-1.6516,24.8507,5.1389,-18.0424,-1.6394,-7.1632,-9.1043,-0.4557,-15.6059,-2.9201,-15.0438,82.9961,48.8881,28.2856,24.5595,16.2864,21.1435,13.8172,15.5765,16.2302,15.4636,9.509,10.097,10.6037,4.060481844,T1
a_f_deu_02-01-108.wav,female,adult,2.2,2.4,2.8,2.3,German,Female,Adult, Die letzten Fenster im Tal.,8,7,1.7039,198.768,232.5541,37.9351,170.5481,312.7865,-9.4979,2290.2475,2009.05,23.4327,0.022,3901.1471,0.4259,0.2809,0.2658,0.4259,0.1652,0.2561,0.2782,0.3568,0.2877,0.2878,0.3362,0.3925,0.3071,-288.9907,99.272,0.1426,16.1005,3.3711,-9.6784,-7.3849,-3.5107,-5.2889,-0.1029,-14.3276,-5.6065,-15.1847,71.9764,64.2892,38.2166,26.0167,16.9479,21.2414,12.8613,13.0212,14.4301,14.0266,8.329,12.2305,9.0065,4.401666764,T1
a_f_deu_02-01-110.wav,female,adult,2.2,2.2,3,2.2,German,Female,Adult, Und da saß man noch auf.,7,6,1.3932,107.666,220.9214,45.1999,151.941,303.8821,-11.2192,1883.963,1851.3203,24.6021,0.0175,3315.9338,0.281,0.2015,0.2065,0.281,0.239,0.2416,0.2884,0.2585,0.3785,0.445,0.3858,0.3037,0.2822,-278.2907,130.5848,6.5979,-3.4762,-13.918,-12.097,-1.384,3.7641,-18.1878,8.4128,-12.3444,-9.2453,-14.6313,65.7805,68.6523,37.2007,26.456,23.4258,23.2804,15.7281,12.5342,14.0625,9.2103,8.4521,10.2089,12.1319,4.665518231,T1
a_f_deu_02-01-112.wav,female,adult,3,3.6,3.4,3.3,German,Female,Adult, dachte und wachte für die anderen.,11,9,2.1749,117.4538,235.4751,31.1515,155.4925,295.2312,-10.3924,1470.4117,1765.7777,24.3357,0.0103,2746.1706,0.3467,0.2521,0.2205,0.3467,0.1865,0.2003,0.1867,0.2308,0.2557,0.3127,0.4564,0.3874,0.2693,-290.7629,126.8493,-15.6284,13.2523,0.5092,-4.303,-1.3995,-8.6491,-7.7131,-1.4833,-11.3132,-2.5765,-16.0783,80.0063,40.2093,34.1157,28.6624,20.5191,22.8308,14.0258,15.6879,13.4544,11.5756,12.8995,8.0518,8.8276,4.597912548,T1
a_f_deu_02-01-114.wav,female,adult,2.4,3,3.2,2.7,German,Female,Adult, Sie musste jedenfalls freie Bahn haben.,11,10,2.1649,123.0469,208.8434,26.5931,166.6527,283.532,-6.6006,2045.0744,1905.3286,25.287,0.0203,3502.4671,0.2271,0.2229,0.1361,0.2271,0.1098,0.2162,0.4085,0.4813,0.356,0.3267,0.3571,0.2119,0.2441,-288.4488,105.8938,-0.0458,16.5169,3.868,-3.6021,-4.3619,-1.2239,-11.2957,-3.1663,-14.5642,-4.1743,-16.2137,70.0934,61.0992,42.3454,30.3376,24.0477,21.2091,11.0685,11.0588,13.3036,16.8703,12.0031,10.2997,11.0901,4.85010855,T1
a_f_deu_02-01-117.wav,female,adult,2,2.6,3,2.3,German,Female,Adult, der in das Land hinein sickerte.,10,9,1.6337,95.7031,228.7277,33.8048,172.5297,280.2754,-8.1494,1750.7171,1885.4228,24.6094,0.0185,3212.9965,0.3805,0.3741,0.182,0.3805,0.0968,0.1575,0.3311,0.3898,0.3008,0.1996,0.2926,0.295,0.243,-294.5675,115.391,-5.1867,22.341,5.5716,-15.674,-11.4761,-7.3679,-1.7049,-3.5215,-16.7625,-2.5057,-18.3567,70.4861,47.6355,34.3703,27.7538,14.6013,22.1952,12.0894,14.3005,11.4508,13.283,11.3296,11.8037,12.8495,5.815021118,T1
a_f_deu_02-01-118.wav,female,adult,2.4,2.6,3,2.5,German,Female,Adult, böse Zeiten und böse Menschen.,10,9,2.0747,143.5547,220.475,26.2465,178.614,283.532,-8.0454,1648.9073,1840.5659,25.4066,0.0104,2906.2646,0.1753,0.1215,0.0841,0.1753,0.0894,0.1892,0.2901,0.3818,0.3339,0.4557,0.323,0.1932,0.2241,-319.0474,111.562,3.7903,15.3956,17.3774,-11.2957,-10.9138,-7.2498,-12.1319,-3.316,-19.8838,-8.0564,-18.9926,81.3675,53.8137,33.51,22.7079,15.9772,17.1772,10.9421,15.4276,13.4088,10.7589,11.6003,10.0093,10.6884,4.578975274,T1
a_f_deu_02-01-119.wav,female,adult,2,2.2,2.6,2.1,German,Female,Adult," Unruhe in den Gemütern und Aufruhr gegen Gott,",15,13,3.3075,99.384,225.5848,27.4986,156.3933,309.1938,-6.2662,1315.4622,1758.468,25.8444,0.0115,2251.4997,0.2317,0.1471,0.1226,0.2317,0.111,0.1308,0.1406,0.1627,0.3699,0.4563,0.4453,0.3718,0.2267,-344.7699,127.3639,10.9277,16.2816,8.8453,-18.7376,5.0486,-9.1969,-18.4575,-3.9723,-22.5164,-5.4792,-16.5667,73.776,42.4545,28.5465,24.5968,30.1706,21.4757,11.2542,11.1108,15.5952,12.2794,13.2611,12.359,10.4314,4.232804233,T1
a_f_deu_02-01-120.wav,female,adult,2.6,2.8,3.6,2.7,German,Female,Adult, die verderblichen Gedanken von der verdorbenen Welt da draußen.,18,18,3.528,117.4538,243.0827,33.6185,167.6181,316.4209,-11.8539,1574.9801,1841.3641,24.6646,0.011,2839.337,0.414,0.3358,0.1945,0.414,0.1114,0.1405,0.2176,0.2599,0.2637,0.2685,0.3518,0.4195,0.2583,-292.9016,120.7132,6.624,14.5423,-5.063,-12.3704,-3.0489,-10.3344,-12.1852,-0.249,-15.5817,-4.3388,-17.8684,64.4484,48.73,30.758,26.5116,24.9773,18.0264,15.1261,12.1499,14.106,13.1145,11.3516,10.0365,10.2686,5.102040816,T1
a_f_deu_02-01-122.wav,female,adult,2.4,3,2.8,2.7,German,Female,Adult, Sie kamen wie eine Seuche durch die Luft.,11,11,2.2551,112.3471,248.6585,34.6012,165.6929,302.1319,-8.9457,2147.5959,2114.5912,24.9726,0.0199,3876.3062,0.3811,0.407,0.2483,0.3811,0.1017,0.1276,0.2376,0.2508,0.2644,0.2815,0.2589,0.4167,0.2583,-303.2776,89.3311,-0.9844,20.441,5.8251,-14.679,-3.3692,-6.9301,-10.7057,-3.5278,-22.1812,-3.9658,-17.3959,60.5554,54.1838,35.7912,35.5609,16.6595,19.3514,11.6931,14.7051,14.8585,12.4194,10.7443,11.1172,13.8869,4.877832469,T1
a_f_deu_02-01-123.wav,female,adult,2.6,2.4,2.8,2.5,German,Female,Adult," Aber noch herrschte Friede in den Tälern,",11,10,2.205,117.4538,225.9589,39.369,160.9759,323.8169,-6.6881,1700.7599,1894.8052,25.9835,0.0149,3007.3951,0.2719,0.2642,0.1772,0.2719,0.1579,0.1572,0.279,0.3782,0.2659,0.2576,0.2717,0.2418,0.2345,-300.1648,106.068,-7.6466,18.0961,-2.1807,-15.2014,-1.1055,-10.4819,-12.9317,-1.2004,-21.6063,-0.8201,-16.651,62.3142,48.8459,27.9964,29.946,25.2881,21.9475,13.0456,12.5869,12.0775,12.1125,12.3589,10.3608,10.4543,4.761904762,T1
a_f_deu_02-01-124.wav,female,adult,2.4,3,3.2,2.7,German,Female,Adult, in denen es still wie in einer Kirche herging.,13,13,2.5859,112.3471,246.289,43.126,152.8212,339.1315,-9.5453,1679.2987,2027.1989,25.3668,0.0124,3154.9026,0.3657,0.3388,0.2365,0.3657,0.1682,0.2239,0.2704,0.2007,0.1878,0.2269,0.2868,0.3119,0.2477,-307.0768,95.2902,0.4746,36.774,10.1531,-23.2957,-4.9105,-15.233,-7.3877,-7.1107,-24.5949,-1.4084,-20.8056,77.4719,48.8466,28.2103,27.0123,11.8433,19.9967,13.0881,14.8752,9.5512,12.3172,11.7827,9.3918,11.9612,5.027263235,T1
a_f_deu_02-01-125.wav,female,adult,3,2.6,3.2,2.8,German,Female,Adult, und lange hatte der Friede gedauert.,13,11,2.3052,135.9992,228.5273,36.737,156.3933,303.8821,-7.4847,1464.7943,1818.2748,25.3738,0.0089,2777.5679,0.2233,0.2809,0.2722,0.2233,0.1466,0.1563,0.1594,0.3115,0.3586,0.3349,0.3677,0.2524,0.2425,-337.6581,117.5878,-9.0097,19.9975,-4.5044,-17.1738,-1.0565,-14.6824,-3.2681,-3.182,-19.9313,-4.1971,-16.3747,77.8676,36.8374,33.0679,27.4351,21.7669,19.4483,13.4114,12.1888,14.4681,15.4499,12.0303,8.3001,12.4191,5.205622072,T1
a_f_deu_02-01-126.wav,female,adult,2,2.6,2.8,2.3,German,Female,Adult," Halb erstickt unter dem Schnee,",8,7,1.8542,117.4538,231.2064,29.7654,174.5344,305.6425,-9.3123,1905.9084,2038.3765,24.7751,0.0183,3495.5118,0.2231,0.2332,0.1849,0.2231,0.1472,0.2315,0.2178,0.1848,0.2879,0.549,0.5464,0.2461,0.2524,-293.5845,91.0236,-7.9919,35.8792,7.044,-17.7657,0.78,-12.5748,-5.8432,-7.141,-18.1306,-0.4972,-15.5163,73.3778,62.7828,26.021,32.5012,14.9854,24.9526,13.2584,18.3609,12.8133,19.7557,9.2384,8.8916,11.0673,4.044871103,T1
a_f_deu_02-01-127.wav,female,adult,2.4,2.8,3,2.6,German,Female,Adult, lagen die Häuser der Bauern.,8,8,1.4332,172.2656,235.8014,45.2038,157.2992,298.6616,-7.0891,1024.9457,1477.3588,26.1998,4.00E-04,1722.8299,0.1937,0.3298,0.3681,0.1937,0.122,0.1268,0.2649,0.3478,0.2932,0.2287,0.1508,0.2173,0.2292,-316.334,143.3879,-4.9006,2.134,-5.2184,-17.7708,-0.0035,-16.389,-11.0882,-1.5208,-17.5552,-7.9382,-19.8426,70.4029,34.1871,30.7283,27.3684,21.5539,21.2384,16.3438,18.5306,9.9359,14.3777,10.6315,9.6248,12.3437,5.581914597,T1
a_f_deu_02-01-128.wav,female,adult,2,2.2,2.6,2.1,German,Female,Adult, Schwer und niedrig?,5,4,1.3631,161.499,204.5067,15.2085,180.6894,237.0478,-4.4997,1900.4856,1981.4612,26.1501,0.0165,3528.708,0.155,0.2136,0.2616,0.155,0.1144,0.1399,0.325,0.3382,0.4389,0.4411,0.2477,0.2406,0.2415,-302.8362,91.9662,-10.8075,34.0846,9.7505,-13.8009,-3.6985,-11.3379,-6.8834,-9.6944,-22.4348,1.1411,-14.3338,74.3916,59.6119,35.68,28.2453,17.2831,28.5537,14.8016,18.6164,15.8167,16.6282,10.6278,10.3634,10.255,3.301298511,T1
a_f_deu_02-01-13.wav,female,adult,2,2.4,2.8,2.2,German,Female,Adult," wo sich die pfadlose Bahn des Meeres um die Erde schlingt,",17,14,3.2173,123.0469,204.9212,18.572,159.127,245.4073,-8.0499,1926.9505,1991.3389,24.8111,0.017,3457.4733,0.1202,0.0912,0.091,0.1202,0.1686,0.2424,0.4094,0.543,0.4812,0.375,0.2992,0.2036,0.2491,-303.7485,107.5112,8.4298,20.0465,3.4505,-6.8425,-3.7201,-2.7149,-17.0325,-1.2471,-17.8763,-9.3746,-15.4212,76.5892,59.5733,40.8174,36.5038,20.9621,22.6983,16.2057,14.9681,11.802,15.2041,12.3409,10.5867,8.7911,4.817704286,T1
a_f_deu_02-01-130.wav,female,adult,2.2,3,2.8,2.6,German,Female,Adult, Zwischen den Gehöften schlängelten sich enge Pfade.,14,14,2.8865,135.9992,230.8734,38.7901,166.6527,347.0584,-8.9162,1832.4781,1945.1395,25.2085,0.0182,3487.776,0.2685,0.3059,0.2604,0.2685,0.1095,0.1397,0.2315,0.3339,0.3129,0.2641,0.2571,0.3105,0.2409,-306.5297,103.9977,-3.0289,29.4924,14.5713,-16.0149,-4.8904,-7.28,-11.2257,-6.5666,-19.1634,-4.1799,-16.1664,65.0595,56.7482,30.442,29.7058,19.1497,19.9731,9.9245,14.1458,13.982,13.5143,9.8456,9.4706,9.7944,4.850164559,T1
a_f_deu_02-01-131.wav,female,adult,2.2,2.6,3.4,2.4,German,Female,Adult, Uneben und steil.,6,5,1.1426,123.0469,217.2214,33.6149,168.5891,285.1745,-7.0278,1450.5921,1607.8386,26.0113,0.0076,2583.769,0.1497,0.2457,0.1644,0.1497,0.2049,0.2526,0.2889,0.2946,0.4119,0.4281,0.1777,0.1054,0.2285,-308.7528,122.2238,-10.7533,39.2929,13.1399,-31.3999,-1.8476,-5.991,-15.2991,-6.7143,-18.7768,-5.137,-16.3249,59.4663,57.8681,29.2188,30.5194,13.3745,25.601,16.2157,16.6645,12.8158,14.9994,9.4825,10.5289,12.4252,4.813583056,T1
a_f_deu_02-01-132.wav,female,adult,3.2,2.8,3.6,3,German,Female,Adult," mit großen, tiefen Löchern im Sommer,",10,10,2.225,129.1992,229.8671,26.5535,168.5891,286.8265,-8.6215,1919.0603,1909.4296,24.1403,0.0167,3505.3139,0.2914,0.181,0.0886,0.2914,0.1743,0.2146,0.1929,0.185,0.3056,0.5272,0.3938,0.2888,0.2529,-313.4742,108.5736,19.2974,21.647,4.8972,-9.574,-0.8183,-6.5361,-14.5865,-1.7666,-18.8873,-6.2488,-15.2883,59.8091,67.9418,35.2994,30.4749,25.2351,23.2973,11.6836,12.0108,12.7101,13.2067,8.5419,12.3957,10.0962,4.494382022,T1
a_f_deu_02-01-133.wav,female,adult,2.4,2.8,3,2.6,German,Female,Adult, Verschneit im Winter.,5,5,1.1426,135.9992,249.3268,36.7962,181.7361,307.413,-10.7246,1712.2665,1794.2392,23.9609,0.0148,3010.5571,0.3817,0.3439,0.2489,0.3817,0.1217,0.1435,0.2124,0.1899,0.309,0.3199,0.2944,0.2959,0.2431,-286.7744,109.894,-3.5322,28.622,6.4892,-11.8401,-7.0161,-6.4413,-6.8162,-1.0529,-14.6679,-4.6535,-16.7103,78.0913,64.2372,32.9513,26.7807,17.9186,21.1503,11.5885,14.6482,12.0658,12.8217,12.4532,10.232,9.4887,4.375984597,T1
a_f_deu_02-01-134.wav,female,adult,2.2,2.6,2.8,2.4,German,Female,Adult," sodass man es vorzog, querfeldein zu fahren.",13,12,2.8765,129.1992,224.6146,35.296,171.536,310.985,-9.9363,2233.2536,2000.3073,24.0839,0.0291,3849.1469,0.2387,0.1801,0.2217,0.2387,0.1646,0.1555,0.286,0.3574,0.3628,0.4288,0.54,0.4286,0.285,-286.1537,111.5408,3.3515,8,-0.6928,-8.5233,-4.6927,-5.6208,-7.0814,5.0697,-14.0127,-2.0509,-14.4218,68.7762,67.0707,43.5419,22.1687,22.6422,22.3545,12.4616,12.0186,13.7496,12.1062,10.9873,9.9589,8.5856,4.345558839,T1
a_f_deu_02-01-135.wav,female,adult,2,1.8,2.4,1.9,German,Female,Adult, Das Pfarrhaus lag licht und freimütig an der Poststraße.,15,14,3.7585,135.9992,234.7841,23.8629,179.6487,302.1319,-8.7345,2270.3898,2044.5921,24.0999,0.0313,3910.9348,0.3163,0.2335,0.2001,0.3163,0.1582,0.1913,0.2502,0.2593,0.2492,0.3519,0.5361,0.5526,0.2899,-289.7515,99.2682,-3.302,12.5801,0.5118,-10.8744,-0.9656,-9.208,-7.0342,0.4028,-17.6678,-0.2297,-17.6388,54.8289,68.14,36.6851,28.71,22.546,18.7963,13.0999,14.7236,13.4276,13.0089,9.8821,8.1969,11.4578,3.857922043,T1
a_f_deu_02-01-136.wav,female,adult,2.4,2.8,3,2.6,German,Female,Adult, mit seiner Laube und seiner Fahnenstange.,13,12,2.4255,123.0469,244.0139,31.7611,173.5292,296.9414,-7.473,1623.3643,1715.6896,25.1535,0.0128,2743.3301,0.3891,0.4025,0.2306,0.3891,0.0865,0.1834,0.2515,0.2017,0.2061,0.2474,0.3088,0.3569,0.2422,-304.9907,125.5851,-8.3278,1.4581,-0.5388,-12.7739,-0.9727,-5.5552,-12.1644,5.9308,-15.8577,-6.57,-18.3758,68.616,57.6587,36.4159,26.0634,22.9112,16.3489,8.9606,17.8978,15.7718,11.0089,8.228,9.726,12.4954,5.153576582,T1
a_f_deu_02-01-139.wav,female,adult,2.6,2.4,3.4,2.5,German,Female,Adult, mit Blumen und Gardinen.,8,7,1.4032,151.9991,234.6342,46.8572,163.7897,320.0975,-9.745,1172.3,1665.6705,24.2538,0.0056,2139.7297,0.3179,0.2464,0.1616,0.3179,0.1727,0.3064,0.2665,0.2419,0.2735,0.3027,0.2292,0.1876,0.2415,-329.3974,134.6701,3.6806,22.2371,19.9321,-12.9522,1.6523,-7.9483,-15.5048,1.3452,-15.3525,-9.9455,-18.9183,67.2831,41.0015,24.9041,24.3113,20.2174,14.0821,12.1477,11.197,15.7155,14.0305,9.1053,7.4953,10.014,5.344925884,T1
a_f_deu_02-01-14.wav,female,adult,2.6,3,3,2.8,German,Female,Adult, Dort wird es dir nicht leicht zu verstehen.,11,9,2.205,143.5547,247.1269,33.7756,176.5624,316.4209,-10.5884,2483.1216,2336.343,24.4175,0.0306,4529.3393,0.325,0.3944,0.2438,0.325,0.0914,0.1244,0.1399,0.1864,0.2989,0.4629,0.3634,0.2786,0.2446,-302.5246,70.3941,16.837,33.3494,2.1769,-12.9425,-4.2858,-9.8222,-8.9258,-3.3794,-18.1462,-1.9601,-18.35,66.1066,57.2634,26.3347,29.9264,18.4043,24.5695,12.4946,14.7123,8.9955,14.6344,9.4366,9.5009,11.7448,4.535147392,T1
a_f_deu_02-01-140.wav,female,adult,2.4,2.4,3.2,2.4,German,Female,Adult, An der Einfahrt entlang war der Schnee zur Seite geschafft.,16,14,3.0569,123.0469,230.8748,33.9198,174.5344,302.1319,-8.5058,1821.1697,1878.7396,24.3131,0.0152,3357.7115,0.2809,0.2747,0.2546,0.2809,0.167,0.1864,0.2497,0.3203,0.4256,0.4075,0.3191,0.328,0.2778,-278.0316,111.9787,-14.8036,20.2152,-0.6421,-16.0883,-2.5439,-5.9994,-5.8654,-0.4514,-15.7475,-3.1131,-17.1076,66.1319,59.0417,38.3656,28.5071,16.6228,22.9073,13.027,16.8227,11.6305,13.2466,11.4284,9.8575,11.4226,4.906931859,T1
a_f_deu_02-01-142.wav,female,adult,2.2,2.4,2.8,2.3,German,Female,Adult," inmitten des Tales,",6,6,1.4433,123.0469,203.0221,19.5022,168.5891,242.5886,-6.5822,2698.5167,1923.2083,24.5068,0.0322,4313.8184,0.2867,0.1844,0.189,0.2867,0.1599,0.3051,0.4259,0.5385,0.4266,0.3244,0.3671,0.3793,0.3118,-304.0354,86.3969,1.1686,16.4181,0.3194,-5.316,-8.6317,-5.5047,-8.4077,-1.066,-18.8268,-4.5533,-11.1514,71.0138,78.8871,47.7797,25.4159,21.5361,24.007,8.7358,17.6901,16.9193,12.8953,12.2349,11.5177,8.787,4.157139888,T1
