sound,speaker,audience,MEAN_MELODIC,MEAN_RHYTHMIC,MEAN_PLEASANT,MEAN_MUSICAL,Language,Sex,Audience,Text,Syllables.A,Syllables.M,Length,Tempo,F0_mean,F0_stdev,F0_min,F0_max,F0_stability,Spectral_Centroid,Spectral_Bandwidth,Spectral.Contrast,Spectral.Flatness,Spectral.Rolloff,Chroma_C,Chroma_Cs,Chroma_D,Chroma_Ds,Chroma_E,Chroma_F,Chroma_Fs,Chroma_G,Chroma_Gs,Chroma_A,Chroma_As,Chroma_B,Chroma_whitekey,MFCC_01_mean,MFCC_02_mean,MFCC_03_mean,MFCC_04_mean,MFCC_05_mean,MFCC_06_mean,MFCC_07_mean,MFCC_08_mean,MFCC_09_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_01_stdev,MFCC_02_stdev,MFCC_03_stdev,MFCC_04_stdev,MFCC_05_stdev,MFCC_06_stdev,MFCC_07_stdev,MFCC_08_stdev,MFCC_09_stdev,MFCC_10_stdev,MFCC_11_stdev,MFCC_12_stdev,MFCC_13_stdev,Speaking_Rate,Talker_ID
a_f_pol_01-02-10.wav,female,adult,2.333333333,1.666666667,1.666666667,2,Polish,Female,Adult," Zawsze ja myślę, że Wam Bóg zapłaci bogatym mężem.",20,16,3.3977,107.666,276.4205,34.6616,219.8996,349.0689,-4.5569,1744.2498,1390.8332,27.6501,0.0025,2897.6074,0.1587,0.1465,0.3703,0.1587,0.1555,0.0542,0.1454,0.1666,0.1817,0.4521,0.307,0.2074,0.2235,-365.9485,102.2211,-49.3746,4.6384,-0.2771,-13.1644,-25.1932,-18.2003,-7.8902,12.1059,-6.0857,-10.1505,-1.967,58.7191,47.004,38.9682,30.6574,23.2994,17.4292,16.7286,10.2954,12.9308,15.2882,9.17,9.1163,7.2197,5.297701386,T2
a_f_pol_01-02-102.wav,female,adult,2.4,2.4,2.4,2.4,Polish,Female,Adult, Cóż to za zjawienie? Królewic w chacie!,15,11,2.6159,123.0469,354.4709,71.8144,241.1914,502.2869,-14.6315,2194.8912,1782.9642,27.6142,0.0091,3923.9975,0.1899,0.1236,0.0946,0.1899,0.1095,0.263,0.3598,0.5077,0.4555,0.2554,0.2895,0.3061,0.2466,-345.6979,78.3502,-48.2504,13.5553,-11.102,-19.5167,-27.1636,-12.4793,-1.7219,13.8229,-23.3497,-8.2609,-3.971,58.6037,40.6337,28.9148,30.2108,17.6254,30.3352,15.0874,14.2427,20.5701,11.8026,11.9138,11.6235,12.2631,4.96960893,T2
a_f_pol_01-02-103.wav,female,adult,2.4,2.2,2.6,2.3,Polish,Female,Adult, Na jakim on sienie spać będzie?,12,9,1.8742,143.5547,350.5971,66.874,258.5025,511.0667,-13.1364,2303.1277,1757.3079,27.1164,0.0063,3936.4556,0.2995,0.2587,0.3941,0.2995,0.1561,0.0722,0.1752,0.2359,0.341,0.4448,0.3654,0.4049,0.2868,-351.851,79.7425,-42.5908,26.498,-15.2256,-19.4393,-34.5123,-9.7622,4.9446,10.6712,-36.0196,-9.9349,-2.6113,49.3549,54.3009,32.5519,25.8287,19.2191,20.3326,16.584,16.0644,12.5413,11.3292,12.9378,9.3477,9.7073,5.602390353,T2
a_f_pol_01-02-104.wav,female,adult,2.6,2.4,2.8,2.5,Polish,Female,Adult, Jemu listki róży czisnął.,8,8,1.6036,129.1992,330.8088,62.408,245.4073,434.7477,-8.5457,2405.3024,1849.7701,26.7915,0.0111,4211.8945,0.3189,0.1984,0.1724,0.3189,0.1185,0.1601,0.3896,0.2338,0.3119,0.1841,0.1304,0.3671,0.2221,-390.3325,77.7872,-26.8424,28.5292,-4.8355,-7.2214,-34.3778,-13.727,-0.5439,8.301,-31.471,-11.0404,-2.0515,52.8574,65.1344,31.307,31.6645,14.8822,14.7721,14.9263,19.5896,14.5284,14.1808,7.0523,7.6032,10.0272,4.988775256,T2
a_f_pol_01-02-105.wav,female,adult,1.6,2,2.4,1.8,Polish,Female,Adult, Kirkor do siebie.,6,5,1.0424,123.0469,247.4184,12.0208,227.6543,275.4604,-5.3365,1505.1703,1419.4838,25.7868,0.002,2680.4053,0.4925,0.1395,0.0673,0.4925,0.0462,0.0316,0.0699,0.1267,0.0636,0.1303,0.4186,0.7909,0.2408,-435.8014,116.1803,-30.7157,42.2562,9.2931,-20.1521,-33.2748,-23.2812,-5.4596,11.7231,-18.3244,-4.9952,2.9332,45.1532,54.6018,16.6055,45.039,18.1319,20.51,14.6531,16.4457,10.5161,11.2059,8.7748,13.2564,8.5297,5.276285495,T2
a_f_pol_01-02-106.wav,female,adult,2,2.6,2.4,2.3,Polish,Female,Adult," Prawdę wróżyłeś, pustelniku stary.",13,11,2.4155,161.499,252.9191,19.2883,214.8771,288.4881,-5.4361,1847.5053,1577.0097,26.6782,0.0069,3293.5547,0.5341,0.326,0.1846,0.5341,0.1037,0.0295,0.0448,0.1931,0.2157,0.2209,0.3367,0.5589,0.2607,-369.3697,103.8213,-49.5967,19.6394,3.9744,-11.85,-20.2562,-18.4331,0.6525,7.1484,-22.1312,-7.9747,3.251,52.9256,43.179,33.0176,27.4939,12.6432,21.0365,15.5629,13.8436,14.2743,12.2337,8.6281,12.3623,9.1035,4.967915545,T2
a_f_pol_01-02-107.wav,female,adult,2.2,2.4,2.2,2.3,Polish,Female,Adult," gdzie okienkami dwie różyczki błysną, gdzie dach słomiany.",20,15,3.548,103.3594,283.8825,26.3322,230.2996,351.091,-7.3752,1920.947,1587.8339,27.3385,0.006,3299.2245,0.3849,0.2664,0.2977,0.3849,0.1687,0.088,0.1039,0.2155,0.2566,0.1578,0.1988,0.2838,0.2281,-368.5662,89.829,-36.5154,19.5047,1.2111,-17.8983,-30.9148,-18.605,7.155,9.8203,-23.6913,-9.8588,0.2802,57.744,42.4622,36.619,31.3985,15.9768,19.2531,17.2455,12.8455,15.503,12.8087,11.5204,8.7326,8.3707,4.932356257,T2
a_f_pol_01-02-108.wav,female,adult,1.8,2.4,2.2,2.1,Polish,Female,Adult, Kierka do siebie.,5,5,1.1125,107.666,216.5806,11.6356,199.3327,260,-5.5904,1856.6403,1491.84,25.5965,0.0104,3090.6876,0.1413,0.0879,0.1434,0.1413,0.1997,0.0393,0.0397,0.1014,0.3333,0.7539,0.5862,0.3219,0.243,-445.7826,116.056,-41.2888,37.4493,12.2442,-24.6656,-41.3004,-8.6065,11.3935,15.1883,-21.1497,-7.9701,1.9383,46.7717,57.594,25.3999,37.1541,18.5076,24.5269,10.4739,12.5389,11.341,10.5754,9.897,11.3935,6.972,4.494382022,T2
a_f_pol_01-02-109.wav,female,adult,2.2,3,2.6,2.6,Polish,Female,Adult, Zakończone czary.,6,6,1.0925,184.5703,223.6957,20.9646,197.0432,263.0211,-5.4062,1561.6287,1432.1685,25.9603,0.0038,2703.0899,0.1488,0.0895,0.2879,0.1488,0.0654,0.1079,0.1715,0.3505,0.3748,0.4325,0.4723,0.4638,0.2652,-389.4779,143.41,-54.6914,-2.545,1.1693,-12.9226,-36.2399,-8.6971,0.9305,22.9427,-21.4504,-6.5873,2.0905,58.656,44.4512,35.6944,25.3261,21.745,14.3171,19.604,12.8979,12.575,10.649,10.5866,8.6234,8.8746,5.491990847,T2
a_f_pol_01-02-112.wav,female,adult,2.2,2.8,2.8,2.5,Polish,Female,Adult, Na świat wyjechał szukać...,9,6,1.6237,123.0469,326.6692,28.8592,261.5062,389.5598,-10.7075,2399.1598,1541.8545,26.7023,0.0068,3809.6851,0.4401,0.2063,0.2286,0.4401,0.3473,0.2707,0.2259,0.3031,0.2113,0.2664,0.2841,0.4708,0.3324,-317.3516,71.6753,-70.3632,22.5256,-15.9277,-20.4295,-27.5137,-14.9091,5.8394,15.2596,-28.7636,-4.3776,-2.6243,68.1714,61.1024,32.1056,28.459,21.7334,26.1768,17.8286,12.9128,12.9074,11.5141,10.9558,11.5182,12.3693,4.619079879,T2
a_f_pol_01-02-113.wav,female,adult,2.333333333,1.666666667,2,2,Polish,Female,Adult," ubogi, cnotliwej żony.",11,8,1.9644,143.5547,307.7275,20.7557,237.0478,355.1705,-7.317,1965.4079,1588.913,28.5483,0.0051,3356.8997,0.1812,0.2152,0.3521,0.1812,0.4922,0.0996,0.0309,0.0386,0.0576,0.0941,0.1493,0.1853,0.2061,-381.0484,85.1141,-27.1477,28.396,-12.7235,-29.3552,-17.9706,-18.5829,0.2531,12.7922,-23.4456,-4.0196,-2.7021,45.7599,48.1401,34.6112,35.2954,21.4626,17.4881,26.1172,13.9082,13.9826,12.9579,10.7739,10.75,7.3671,4.836082264,T2
a_f_pol_01-02-115.wav,female,adult,1.5,2,2,1.75,Polish,Female,Adult," Bo tu napotkałem cudowne bóstwa. O, gdybym dwa trony...",23,17,3.7184,151.9991,302.3911,32.8056,225.0395,389.5598,-10.8426,1594.114,1435.1688,26.6542,0.0045,2765.0773,0.287,0.4123,0.4985,0.287,0.2232,0.1291,0.2038,0.2322,0.213,0.2002,0.1754,0.2583,0.2612,-352.4767,113.085,-40.257,-3.9371,-8.3801,-16.2263,-16.9614,-21.3779,-4.9325,14.2431,-15.8969,-12.3368,-3.1744,54.4207,36.3295,33.6708,21.0604,17.7377,19.435,18.2669,13.941,13.4959,12.1487,12.2142,12.2341,9.0148,5.378657487,T2
a_f_pol_01-02-117.wav,female,adult,2.6,3,2.8,2.8,Polish,Female,Adult, Gdybym miał dwa serca.,9,6,1.3731,123.0469,340.7534,37.0796,257.0136,394.0863,-10.2742,1998.5734,1691.6852,27.7227,0.0057,3345.7214,0.2365,0.1588,0.1892,0.2365,0.1982,0.3543,0.5068,0.4538,0.1627,0.2265,0.1278,0.2158,0.2677,-348.999,104.7983,-52.533,-5.3414,0.6564,-22.1547,-27.6752,-13.5018,-5.0079,21.7022,-30.1482,-7.1748,-11.9845,57.0057,43.3184,33.1016,29.773,20.6582,19.3996,16.0215,19.696,12.2419,12.0228,14.3302,10.1051,9.5695,5.462093074,T2
a_f_pol_01-02-118.wav,female,adult,2,2,2.2,2,Polish,Female,Adult," Zdaje mi się, że...",8,6,1.5134,172.2656,267.7164,16.0472,219.8996,290.1593,-5.1737,2165.7343,1689.3074,28.0322,0.0047,3770.5944,0.4358,0.5365,0.3851,0.4358,0.0298,0.0183,0.0203,0.1924,0.4358,0.2278,0.3581,0.3601,0.2356,-403.4916,80.917,-38.413,40.8558,9.6543,-15.1311,-39.4477,-18.4925,1.854,21.297,-23.1798,-10.0652,-0.8197,68.6849,57.7199,46.5844,29.5344,18.5843,15.4528,18.5667,14.7664,12.204,15.1232,12.1074,11.8844,9.2541,4.625346901,T2
a_f_pol_01-02-119.wav,female,adult,2,2.2,2.6,2.1,Polish,Female,Adult, dwa serca noszę.,5,5,1.0925,143.5547,274.772,10.0018,257.0136,295.2312,-3.5306,2171.3298,1678.5853,27.2554,0.0081,3597.8394,0.2232,0.4191,0.389,0.2232,0.0345,0.0538,0.0515,0.2559,0.6677,0.3663,0.1468,0.1056,0.204,-379.6196,103.8191,-51.2064,-1.2534,-4.178,-9.0182,-35.6673,-0.8771,7.5618,21.5862,-21.9569,-12.1149,-4.4448,57.5945,53.5147,33.5788,28.8263,14.5165,14.6033,13.4582,13.7208,10.4207,7.3988,8.7894,9.1844,6.616,4.576659039,T2
a_f_pol_01-02-12.wav,female,adult,2.2,2.2,2.6,2.2,Polish,Female,Adult, A może już o Was słychać na Królewskim Dworze?,18,14,2.9166,143.5547,305.595,33.6383,242.5886,394.0863,-6.7434,1910.452,1444.6017,26.9395,0.0052,3172.9858,0.3106,0.2595,0.268,0.3106,0.3341,0.1545,0.1422,0.1998,0.2599,0.1771,0.1544,0.2246,0.2384,-375.4388,112.2033,-61.7288,3.2517,-6.644,-13.1301,-20.6947,-18.8208,-9.1084,12.174,-9.0052,-10.9174,7.4603,48.7252,53.0132,35.7024,27.9624,18.6403,23.426,18.399,14.0516,14.9835,15.8796,10.2286,8.8036,8.2569,5.485839676,T2
a_f_pol_01-02-120.wav,female,adult,2,2.25,1.5,2.125,Polish,Female,Adult," Dwuma sercami o dwie córki, proszę.",12,11,2.1449,99.384,328.69,38.7147,248.2588,400.9748,-7.9503,1994.9668,1693.9868,26.8591,0.0076,3501.2294,0.2153,0.3117,0.3725,0.2153,0.2284,0.2981,0.439,0.2284,0.2623,0.2468,0.1738,0.1959,0.2551,-351.4162,98.6764,-51.5925,7.0324,-8.7558,-16.5045,-27.4842,-14.4066,-4.5369,12.2724,-26.5379,-11.5549,-4.925,56.1349,44.2462,32.6224,30.1429,15.8976,18.0179,14.0753,16.0486,12.7945,11.4325,10.3214,9.1342,7.4011,5.361555317,T2
a_f_pol_01-02-123.wav,female,adult,2.4,2.4,1.6,2.4,Polish,Female,Adult, Czemuż losu fala rozbiła serce moje o dwie skały?,18,16,3.2874,129.1992,321.663,35.6723,257.0136,455.3087,-6.2176,2116.9354,1669.658,28.334,0.007,3629.8611,0.1867,0.279,0.319,0.1867,0.2193,0.2178,0.2184,0.1484,0.2018,0.2789,0.1867,0.1947,0.2236,-354.6084,96.9107,-59.9982,-0.7627,-10.9485,-13.7547,-26.6075,-10.9387,0.3946,12.5189,-24.6813,-2.3764,-5.2522,51.1482,46.9722,39.8727,26.822,15.7749,17.7294,20.1608,13.606,12.3697,15.0301,10.7512,12.0364,7.9068,5.171259962,T2
a_f_pol_01-02-124.wav,female,adult,1.8,2,2,1.9,Polish,Female,Adult," Ach, czemu oczy moje nie wybrały i nie powiodły czucia?",19,17,3.097,107.666,311.9509,24.5681,243.9939,357.2279,-5.2988,1806.5977,1393.6269,27.35,0.0045,2945.469,0.1623,0.1313,0.3914,0.1623,0.2435,0.2213,0.1843,0.2078,0.2326,0.2029,0.2524,0.2867,0.2451,-371.0815,116.0181,-65.1979,12.3342,-11.8356,-18.5947,-18.4554,-17.3345,-1.5322,14.2035,-25.0845,-4.9092,-2.7813,55.408,52.7283,31.3646,27.2562,20.8277,19.3957,22.9538,15.0154,14.6504,13.9729,10.3077,13.6458,9.3131,5.812076203,T2
a_f_pol_01-02-125.wav,female,adult,2.6,2.6,2.8,2.6,Polish,Female,Adult, Jeśliś nie umiem wybrać.,9,5,1.1426,151.9991,253.9554,23.1269,219.8996,283.532,-5.5105,2240.7557,1541.8263,27.2057,0.0074,3606.5962,0.4512,0.5407,0.1607,0.4512,0.1,0.0981,0.0991,0.1542,0.2836,0.3134,0.3494,0.3907,0.2383,-428.9741,83.0237,-42.3415,50.2053,4.2449,-8.358,-34.5557,-17.5459,2.1943,21.4794,-23.708,-2.701,-3.3078,37.6876,77.3053,29.9007,41.2236,23.423,17.2762,17.5225,18.5249,16.02,10.8812,8.1032,8.9533,6.0574,6.126378435,T2
a_f_pol_01-02-126.wav,female,adult,2.6,2.2,2.4,2.4,Polish,Female,Adult," Ja cię, panie, nie rozumiem.",10,8,1.4533,83.3543,283.7093,45.8806,221.1735,417.5199,-8.439,1660.1802,1563.225,27.4425,0.0018,3139.5752,0.341,0.3889,0.2362,0.341,0.0861,0.1357,0.1271,0.2694,0.298,0.2593,0.2136,0.2722,0.2285,-442.0032,118.7105,-37.2701,30.8986,3.0702,-20.4804,-28.0905,-6.2302,1.7752,-0.5551,-29.8201,-1.8304,-5.1677,49.5722,45.3325,34.8147,32.3017,20.5084,16.6873,21.0409,10.7889,13.3801,9.0691,10.6251,10.5293,9.3645,6.192802587,T2
a_f_pol_01-02-127.wav,female,adult,2.4,2.2,2.4,2.3,Polish,Female,Adult, Prósa orenkéid nézd szórek.,10,7,1.6638,123.0469,267.5719,48.7329,185.984,450.079,-6.8813,1982.0801,1581.7878,26.5348,0.0086,3369.3481,0.321,0.2377,0.3187,0.321,0.2083,0.0672,0.1227,0.2306,0.2962,0.3502,0.3959,0.3706,0.2667,-355.8584,102.4021,-49.93,20.92,1.434,-26.1051,-34.8209,-13.6492,-3.752,6.3744,-19.0785,0.6789,1.1975,69.2495,50.3046,36.7423,37.0712,22.6645,20.1645,14.0976,13.8213,16.3778,12.2019,10.1442,11.4327,8.3002,5.108787114,T2
a_f_pol_01-02-129.wav,female,adult,2.6,2.8,3,2.7,Polish,Female,Adult, Otóż Kirkor...,5,4,1.1927,151.9991,292.8481,64.2326,213.6395,417.5199,-15.456,1751.1063,1442.403,24.9384,0.0051,2894.3524,0.2796,0.3393,0.3088,0.2796,0.2506,0.2145,0.3719,0.4026,0.2846,0.4349,0.4322,0.3402,0.3188,-410.11,125.2999,-49.8078,16.7877,-15.3016,-7.0497,-18.2726,-23.0172,-7.1205,12.2704,-20.5784,-8.8313,3.6861,61.3663,61.7205,27.3905,41.0768,21.3845,22.1489,15.2872,13.3478,14.6296,9.3844,14.6466,7.9703,10.6657,3.772952125,T2
a_f_pol_01-02-13.wav,female,adult,2.4,2.4,2.6,2.4,Polish,Female,Adult," A my tu żniemy, aż tu nagle zboru, jakie królowie.",20,15,3.3175,103.3594,301.4646,51.8782,228.9731,444.9094,-9.3629,1675.5846,1396.0205,27.5236,0.0019,2775.2986,0.3221,0.1557,0.1008,0.3221,0.2511,0.2255,0.3449,0.3079,0.2122,0.267,0.3238,0.42,0.2706,-374.6048,120.6551,-66.4116,5.6564,1.171,-16.9063,-20.2234,-21.2187,-11.7077,13.458,-13.089,-11.8851,-0.5024,50.2828,35.5932,33.655,32.8004,17.6338,17.9749,16.4232,13.2051,15.6753,13.7325,10.031,11.1278,8.3328,5.275056518,T2
a_f_pol_01-02-131.wav,female,adult,2.2,2.2,2.2,2.2,Polish,Female,Adult, Proszę o jedną z córek.,8,6,1.4533,99.384,246.4011,34.4002,219.8996,323.8169,-3.8437,2005.4512,1623.6764,26.0432,0.0087,3413.5254,0.2715,0.1475,0.1233,0.2715,0.2511,0.1777,0.0754,0.1229,0.1801,0.3734,0.6427,0.4243,0.2492,-408.3196,106.9867,-38.4203,11.6813,4.7745,-12.8794,-29.3654,-11.2049,-2.4547,12.4024,-14.6217,-6.7763,5.6835,78.1788,53.25,42.9185,20.066,24.8316,23.7442,14.4804,14.4329,15.917,12.5914,11.1566,7.6195,8.8918,4.816624235,T2
a_f_pol_01-02-139.wav,female,adult,2.4,2.4,3.2,2.4,Polish,Female,Adult, Także jak Anioł.,6,5,1.0824,107.666,276.1671,79.6001,209.9693,493.6579,-8.8616,1469.5713,1190.9452,26.6723,0.0017,2304.5109,0.1418,0.0705,0.0709,0.1418,0.2335,0.1017,0.2771,0.2341,0.3963,0.4831,0.4672,0.4698,0.2478,-376.9891,142.9033,-76.8162,1.9836,-1.9429,-19.5172,-25.7576,-7.0059,4.9164,14.7724,-19.9191,-8.4198,-5.855,80.9165,45.8065,39.6748,19.1115,16.1166,14.0613,11.687,8.3721,14.7377,7.9325,10.3169,8.9842,10.7588,5.081300813,T2
a_f_pol_01-02-142.wav,female,adult,2.4,2.6,2.8,2.5,Polish,Female,Adult, Jaki wybór trudny.,7,6,1.2528,172.2656,254.3562,31.8964,218.6331,349.0689,-6.5108,1516.7555,1495.5281,25.9177,0.003,2570.8252,0.2662,0.1437,0.0788,0.2662,0.0905,0.1347,0.0621,0.0677,0.1765,0.4237,0.5742,0.4352,0.2138,-436.8536,122.1761,-24.0166,30.5569,2.723,-13.4139,-27.1347,-24.0436,-1.0157,4.7275,-29.3463,-9.3669,-1.9853,63.8705,46.2099,32.5103,29.6673,15.4618,13.018,12.578,15.3928,13.3357,11.8054,13.9377,8.5463,9.5134,5.188378033,T2
a_f_pol_01-02-143.wav,female,adult,2.2,2,2.4,2.1,Polish,Female,Adult, starsze jak śniegi.,6,5,1.1827,123.0469,268.7157,18.3142,230.2996,293.5307,-5.4175,2505.6376,1669.1861,26.7301,0.0113,4179.5525,0.5009,0.3852,0.3504,0.5009,0.0638,0.0741,0.1092,0.2124,0.3757,0.3252,0.2603,0.5125,0.2913,-367.947,73.1296,-56.794,51.6122,-7.0618,-20.3907,-21.8026,-6.0627,-9.3472,13.6825,-19.7219,-3.6811,-4.6082,72.3106,63.357,40.8435,37.3424,16.342,22.0461,16.8493,16.3349,13.7241,8.738,8.0954,7.4981,9.1166,4.650376258,T2
a_f_pol_01-02-144.wav,female,adult,2.4,2.2,2.4,2.3,Polish,Female,Adult," U ty, warkocz cudny.",8,6,1.4332,107.666,298.3553,20.714,266.0772,349.0689,-7.1857,1926.0757,1651.8863,26.469,0.0108,3283.2925,0.3753,0.4416,0.4009,0.3753,0.2203,0.0495,0.0916,0.1198,0.1529,0.2604,0.3281,0.2226,0.2355,-392.5047,110.7845,-31.0333,12.3173,-10.1534,-13.4478,-19.5668,-17.8867,-7.2479,11.334,-30.4744,-7.3737,-5.0369,65.1045,54.4923,38.9693,31.9622,22.7741,20.4944,15.6529,12.9023,11.4793,10.9851,10.0668,9.5589,9.298,4.884175272,T2
a_f_pol_01-02-145.wav,female,adult,2,2.2,2,2.1,Polish,Female,Adult, Niby listkami brzoza przyodziana.,10,10,2.0546,161.499,282.2645,29.0941,243.9939,339.1315,-6.455,1879.342,1584.7398,27.7102,0.0037,3400.3105,0.3462,0.2701,0.2991,0.3462,0.0846,0.1034,0.1965,0.2106,0.2382,0.1513,0.2766,0.4282,0.2319,-367.4762,102.05,-52.2168,24.3638,2.0745,-17.0934,-28.4365,-13.8255,-3.9037,13.7124,-16.9059,-6.1467,-3.1331,51.2,50.4008,33.9761,36.3683,15.5415,20.6427,16.8588,19.67,16.4637,13.6421,11.4114,12.8937,6.2894,4.867127421,T2
a_f_pol_01-02-147.wav,female,adult,2.2,2.4,2.4,2.3,Polish,Female,Adult, A ta zaś różana.,7,6,1.1225,123.0469,312.2215,34.5486,249.697,355.1705,-7.1961,1906.4,1519.6509,27.3032,0.0039,3262.5,0.2776,0.094,0.1183,0.2776,0.4542,0.3142,0.2263,0.2748,0.3984,0.2829,0.2206,0.5408,0.3233,-343.4628,113.6476,-73.6324,-15.6164,-10.803,-3.055,-28.5637,-4.5016,1.2662,19.5406,-21.5656,-13.2796,-2.7255,52.7628,50.6626,32.256,29.7024,15.6227,14.4003,13.7377,8.6499,13.4901,12.2257,9.6545,9.6201,8.5025,5.79064588,T2
a_f_pol_01-02-148.wav,female,adult,2.8,2.4,2.4,2.6,Polish,Female,Adult," Tema pod rzęsą, węgle.",9,7,1.4433,112.3471,261.947,15.0408,208.7599,293.5307,-5.5019,1738.8778,1402.6563,28.2038,0.0038,2822.2168,0.6054,0.4745,0.2208,0.6054,0.0328,0.0177,0.1397,0.3089,0.2953,0.2399,0.2148,0.3713,0.2567,-379.829,122.1796,-49.6077,1.7782,1.2205,-13.5823,-26.5096,-10.0373,3.192,14.0551,-19.6615,-10.4603,-0.845,46.5063,51.913,38.7886,27.7804,17.8721,16.9517,16.4717,11.9604,14.0191,11.9075,7.5825,8.0023,7.9777,5.542853184,T2
a_f_pol_01-02-15.wav,female,adult,3,2.6,2.8,2.8,Polish,Female,Adult," Potściwa kobieto, daj mi za żonę jedną z córek.",18,15,3.3175,123.0469,309.769,37.3653,241.1914,385.0854,-7.1378,1986.4984,1527.6465,27.406,0.0067,3333.9572,0.2533,0.2766,0.3979,0.2533,0.212,0.2277,0.2889,0.2276,0.1779,0.2453,0.1708,0.2255,0.2556,-355.785,91.9152,-44.6499,2.887,-11.2976,-16.5789,-16.6568,-16.4034,-14.7567,13.3346,-6.8832,-8.6892,-0.3776,53.8274,60.0132,35.1961,31.8589,14.8094,20.4856,15.1538,15.9658,12.7082,13.5871,10.7528,12.3207,9.3968,4.973624717,T2
a_f_pol_01-02-150.wav,female,adult,1.8,2.4,2.4,2.1,Polish,Female,Adult, Tak jako złote.,6,4,1.0524,112.3471,295.4514,20.6248,261.5062,335.2363,-5.4857,1728.2263,1601.4413,27.7982,0.0019,2934.133,0.3823,0.2757,0.5583,0.3823,0.2368,0.0922,0.0181,0.0239,0.0811,0.2526,0.1865,0.2043,0.2501,-363.6177,113.2027,-42.631,-1.6171,-19.7237,-19.8271,-20.5621,-5.5661,2.7728,13.6381,-26.5832,-7.1469,2.7998,50.7935,30.972,46.3031,17.819,24.7211,25.6898,17.0657,11.6238,13.059,12.3429,9.1767,7.3089,9.6562,4.75104523,T2
a_f_pol_01-02-151.wav,female,adult,2.2,2.2,2.4,2.2,Polish,Female,Adult," Na zorzy aniołki, a ta zaś jako noc biała nad rankiem.",21,16,3.4478,117.4538,312.2721,45.3205,226.3431,398.6654,-6.5178,1770.7563,1485.8825,28.1623,0.0023,3074.9848,0.3077,0.2067,0.1896,0.3077,0.2423,0.1986,0.199,0.3253,0.3388,0.1994,0.1779,0.2147,0.2397,-358.6924,110.5132,-58.0723,9.925,-5.2509,-21.4857,-28.7993,-15.3095,-2.7356,16.4748,-22.6075,-7.7788,-4.4086,64.4715,44.4489,37.4541,33.3394,24.2433,18.294,17.413,11.8751,15.1072,14.6408,10.991,8.9725,8.2135,5.365740472,T2
a_f_pol_01-02-152.wav,female,adult,2.4,2.6,2.4,2.5,Polish,Female,Adult," więc jednej mężem, drugiej być kochankiem.",16,11,2.5458,151.9991,305.5738,43.3748,214.8771,407.9837,-11.7937,1884.6949,1577.3584,26.813,0.0041,3257.68,0.2638,0.3046,0.33,0.2638,0.1935,0.1358,0.1691,0.1533,0.1855,0.2727,0.2645,0.3019,0.2359,-376.3624,101.7121,-49.462,31.1414,3.7625,-19.1204,-27.9028,-16.6865,-1.6575,9.7592,-30.8821,-2.5015,-4.895,82.3491,46.0861,37.5641,30.8508,21.9674,18.7905,16.746,13.7254,15.9803,15.1535,11.5611,12.437,9.2608,5.302851756,T2
a_f_pol_01-02-153.wav,female,adult,2.6,2.6,2.4,2.6,Polish,Female,Adult," Więc obie kochać, a jedną zaślubić?",14,11,2.0045,129.1992,284.5617,43.5397,234.3251,432.2437,-10.8136,1895.0426,1601.1022,27.0511,0.005,3319.3309,0.5123,0.5687,0.3827,0.5123,0.083,0.1149,0.2316,0.1686,0.1898,0.1975,0.2068,0.3474,0.2581,-375.5667,110.9481,-36.1584,23.3459,-18.607,-19.975,-32.77,-3.7007,-1.3503,4.1395,-31.9004,2.6429,-6.9663,61.3997,62.9562,34.8558,38.2794,26.0017,25.9507,18.8467,12.7207,11.6281,9.0403,9.1405,11.0291,7.1257,6.23596907,T2
a_f_pol_01-02-154.wav,female,adult,2.6,3,2.4,2.8,Polish,Female,Adult, lecz którą kochać.,7,5,1.0323,112.3471,336.2437,62.8158,251.1434,460.5991,-14.074,1901.5323,1512.8262,25.9938,0.0092,3224.2383,0.2797,0.1752,0.1767,0.2797,0.2982,0.2207,0.3184,0.235,0.3457,0.3813,0.4163,0.3172,0.2727,-354.2936,114.2996,-61.352,7.2134,-13.5146,-13.3437,-21.7252,-16.0736,-11.7009,4.9177,-27.6484,-0.1301,-2.5562,45.6965,53.3156,27.35,25.8816,18.3561,16.0257,15.3336,12.5783,17.3553,11.5736,10.043,8.1208,7.5735,5.812263877,T2
a_f_pol_01-02-155.wav,female,adult,2.6,3,2.8,2.8,Polish,Female,Adult, którą tylko lubić.,7,6,1.2328,112.3471,279.6405,44.543,216.1219,376.29,-8.2928,1717.1467,1478.6022,25.7014,0.0049,2963.4074,0.5038,0.3024,0.1137,0.5038,0.1225,0.0914,0.2304,0.1392,0.1097,0.1569,0.3534,0.4916,0.2313,-411.8448,123.8086,-30.551,27.736,-0.6566,-3.807,-8.9144,-19.705,-5.7777,7.1005,-19.8446,5.7654,2.4594,48.9638,69.3421,26.9227,37.6848,17.3599,18.5367,17.5088,16.0538,13.6695,11.155,10.309,12.3267,7.2499,5.272550292,T2
